G_phase,Fe,Cr,Nb,Mn,Si,Al,C
1e-30,7.063244938850403,36.40783905982971,1.61230246424675,3.0890935122966763,0.6424387335777282,1.3351921427249909,0.31001166477799413
0.013877150495723974,7.6561291217803955,37.000632882118225,2.4233413100242616,3.4654769062995907,1.5537289679050446,3.3138160306215285,0.3375949770212173
1e-30,12.578390121459961,30.400734394788742,0.6850735366344451,3.846373277902603,0.2323704741895199,4.967978395223618,0.34803275763988495
0.03680907275461995,12.518465042114258,33.75603884458542,1.3800422489643096,3.2490862786769865,2.0409807741641997,0.9683795918524266,0.5920719981193543
0.016956209230974854,7.461414575576782,34.31281954050064,0.7948531985282898,2.9407183587551113,2.380914235115051,1.8025100213289262,0.3520003125071525
0.022457651058779237,8.89467978477478,39.65704917907715,2.319996011257172,2.962618416547775,2.1464217364788056,3.44859515607357,0.5533630192279815
0.0013909710148561068,10.317346572875977,38.83950650691986,1.8024339079856873,2.073169618844986,0.7586777657270432,0.20141264326870442,0.4643129646778107
0.0548794339318409,10.79653549194336,30.197147503495216,0.7367041498422623,1.756190475821495,1.9145479679107666,0.23098400577902795,0.5512747049331665
0.027186394921894456,12.469751834869385,33.00828397274017,1.973590648174286,3.7204817771911616,2.5458055555820467,0.8607250814139843,0.45903539657592773
1e-30,11.192126274108887,37.14389204978943,0.5990644410252571,1.671926787495613,0.48559555709362034,2.657406147122383,0.4709663808345794
1e-30,11.731694221496582,32.33420744538307,2.3984737157821656,1.5462815493345259,0.38295996338129046,1.4554365968704224,0.331025630235672
0.0003472316620352412,13.758474826812744,34.80873554944992,0.582772071659565,2.0512569725513456,0.9139875590801239,4.421067219376564,0.44104123413562774
0.0136505149892717,10.041590213775635,36.961510181427,2.315151584148407,1.0496040873229502,0.9366705149412154,1.0757268600165844,0.31391672864556314
0.03817009288511841,12.140039443969727,31.152259409427643,2.151488053798676,2.708134198188781,1.958939677476883,0.41641442187130456,0.3004543522372842
0.003429368651234118,10.354044437408447,33.657914996147156,1.6320571422576906,3.0040902495384216,2.9458828628063203,3.6881361639499666,0.41513692438602445
0.0007745805739667801,12.157328128814697,36.35031223297119,1.3667024850845337,1.5759500890970228,1.2443750143051149,3.1624728882312776,0.5790068864822387
0.0023068632805169583,6.693091034889221,32.79666692018509,1.5720830261707306,3.4106510341167446,2.6174697399139406,4.688644010424614,0.5353381097316742
0.0025111670649620096,6.798668563365936,33.45488429069519,2.1664899706840517,1.3099137082695962,1.1126582503318787,2.858123985528946,0.5480740427970886
1e-30,11.164478778839111,33.88335436582565,1.9912672281265258,2.800579231977463,0.8695052742958068,4.95640520632267,0.5042833507061004
0.0035181809310855156,9.951656818389893,30.140235032886267,0.49476438835263253,2.907993173599243,2.7596897721290587,4.552970224022865,0.357372173666954
0.0011082305389481283,8.141688108444214,32.50039756298065,0.7325046777725219,3.6579755425453184,1.1572134792804718,2.7695406544208527,0.306702034547925
1e-30,7.9687358140945435,33.61895114183426,0.42945088613778354,2.3393014460802077,0.6744975641369819,0.6995800033211709,0.3863734781742096
0.0004059339033451434,9.331974267959595,34.95360046625137,2.404589223861694,3.8613480865955347,2.700129306316376,4.003731680512429,0.5363273620605469
0.043153685827739686,11.91930103302002,38.29391896724701,0.41123346574604513,3.690907061100006,2.026848793029785,3.7568811023235322,0.4357614666223526
0.009912977250151816,12.885094165802002,36.65123403072357,0.9053862571716309,3.397058600187301,0.9827376931905746,0.8118708086013794,0.560049444437027
0.020674438623319292,8.010841131210327,30.60900568962097,2.438256597518921,2.066016203165054,2.0251968324184415,4.082982639074325,0.4793539702892303
0.047431104426479964,9.386059999465942,33.564385771751404,1.2250680029392242,1.6295318633317946,2.1149050176143644,1.860850659608841,0.4557077944278717
0.01042489305813134,8.101349592208862,38.52003812789917,1.1263511002063753,2.3553178548812865,2.3666384398937224,3.341226027011871,0.4953836381435394
0.029326372895285367,11.526976585388184,36.32309377193451,2.065485525131226,1.1733596980571745,1.7057601630687713,2.140991369485855,0.5173623383045196
0.035470101063026574,9.77232837677002,31.50015816092491,1.996736192703247,0.9890785254538059,2.2587197959423064,2.4081052151322364,0.44707818925380705
0.0066857240497645975,13.934441089630127,35.44451117515564,0.5083003275096417,1.478648155927658,1.3959902375936508,0.2105503683164716,0.3124156415462494
0.019933432527032953,11.049202919006348,31.75724297761917,1.5844744384288787,1.2992067456245422,2.1764368772506715,3.1413344413042066,0.35964683443307877
1e-30,6.438026428222656,39.39983904361725,2.825485634803772,2.668552803993225,0.7321856379508972,4.025098551511764,0.3250193439424038
1e-30,9.1985445022583,37.057799100875854,1.9121003627777102,3.6096952974796297,0.13666366590186954,4.160164396762847,0.5783148586750031
1e-30,13.685970783233643,30.569843389093876,2.2189866065979005,2.8196073412895197,1.1930354595184327,1.5528044396638871,0.509733009338379
0.0017216445099826837,6.025980688631535,33.15018594264984,2.3805643677711488,3.1441141128540036,1.3863289386034012,0.5268475713580847,0.5628561794757843
0.02791190170064432,6.611122727394104,37.18316912651062,1.458178162574768,2.439616948366165,2.76804741024971,0.4780885867774487,0.5180452466011047
0.010499435461091488,13.998486042022705,38.78981947898865,1.6063458025455475,0.8779079120606184,2.485965758562088,3.854244781136513,0.5570471048355102
0.017944930909919374,9.656371355056763,33.27811121940613,1.0481268137693407,3.5207219362258906,1.8356808066368104,4.189678690433502,0.514616596698761
1e-30,8.846650838851929,34.26362901926041,2.616050326824188,3.3115716636180874,0.48388275206089015,2.9554870694875714,0.44436890780925753
1e-30,7.5057947635650635,39.86861228942871,0.879449588060379,1.8605298727750776,1.4249091416597366,4.767976761460305,0.5210486948490143
0.016829851190521175,10.256208419799805,35.31971275806427,2.9033352375030517,1.8752653032541273,1.8543180406093598,3.8816547775268555,0.4101117253303528
0.0,13.264819145202637,32.88449376821518,0.9481237977743149,3.09986612200737,2.232060605287552,3.028383496403694,0.3347985327243805
0.0111314725530432,6.86277449131012,31.956213414669037,2.5277703285217283,1.0993502043187617,2.927636796236038,1.8310028013586999,0.30285832453519107
0.02393853612891382,10.42398452758789,34.700455367565155,2.808790957927704,0.9010291650891303,2.0866816759109494,0.9192183741927148,0.35531887114048005
0.0008808493000010641,8.036518812179565,36.8934965133667,1.0085033595561983,2.991498601436615,1.288699570298195,1.990219287276268,0.4400151282548904
0.00733036684355841,11.80402421951294,36.08500599861145,2.767302143573761,1.996024039387703,1.1730421900749206,3.0775633776187896,0.5805812180042267
1e-30,8.68058443069458,38.01297724246979,2.91753408908844,3.7899657785892487,1.273920512199402,1.2651416477560997,0.4665784657001495
1e-30,7.716115117073059,38.48915755748749,2.302636504173279,3.679493618011475,0.4701267272233963,1.9993569937348368,0.5833937644958496
1e-30,13.60039234161377,31.695386171340942,0.8009571999311447,1.0260722696781157,0.6906698644161224,4.321562064886093,0.5994712293148041
0.0021271235168510184,11.279966831207275,30.894462019205093,1.0326588571071627,2.1216452807188033,1.2360941231250764,1.5822974672913552,0.41828809082508084
0.0381660580121026,11.130927085876465,38.61448645591736,1.5371486783027648,2.283116900920868,1.5833626210689544,1.4256366243958474,0.375168764591217
0.02330819255610421,10.467747211456299,36.7918598651886,1.396275418996811,3.665324079990387,2.439454174041748,1.6613434985280038,0.31934900432825086
0.01542158803461696,12.871614933013916,31.889032125473022,1.2834135949611665,3.022324103116989,2.55438945889473,0.28955355145037176,0.4487299114465714
0.010631654588601719,10.678804874420166,38.10273349285126,1.5436400711536407,1.5947875022888183,0.8995893836021422,0.38764503456652166,0.5844703137874603
0.015378711573192571,13.787907600402832,37.69356906414032,2.701834964752197,2.980463600158691,1.6267659544944764,1.7094655799865723,0.47598411440849303
0.005425396855865474,8.931984663009644,32.845226526260376,1.195407819747925,2.2435387521982193,1.4336427360773087,0.10836758848279715,0.363598296046257
1e-30,11.839369773864746,33.058695793151855,1.4373078405857087,2.518968367576599,0.8178054496645927,4.518583180904389,0.5447555601596832
0.0004162582317704082,8.512300968170166,32.39661917090416,2.8041139006614686,3.1105734288692473,1.0302151829004287,3.292086298465729,0.5963713645935058
0.04449328310519439,7.177847862243652,32.42494285106659,0.5665005847811699,3.539761847257614,2.2144279956817625,1.9696144247055054,0.5010187089443207
0.011261814795707911,13.570990085601807,35.80214977264404,2.554396080970764,3.193535780906677,2.8778855919837953,2.0434712439775464,0.32106975093483925
1e-30,12.559160709381104,38.74168813228607,1.894457256793976,1.08051465973258,1.3041137784719468,2.5885734677314756,0.3272948607802391
0.018237949441798827,7.213669300079346,39.20408070087433,2.0180487275123595,1.3941885098814963,2.5838248491287232,0.6065229213237763,0.4737280547618866
0.014229317678573812,8.993130445480347,31.35553926229477,0.9103380799293519,1.6035459518432615,2.5158282697200773,3.9567304533720016,0.5713151514530181
1e-30,8.323265075683594,38.750818371772766,0.5364117875695229,3.1796062111854555,0.40658194571733475,1.78215083360672,0.5820388734340667
0.016425957365407386,6.3384042382240295,37.46940493583679,0.4696891024708748,0.9607128463685513,2.3139342069625854,2.8286096918582917,0.46163583397865293
1e-30,10.856491088867188,34.352086186409,1.3474482893943787,1.9409783601760864,0.1094850316643715,3.833504886627197,0.30898698829114435
0.008110348876463199,11.690664768218994,35.16348123550415,0.9649133563041687,2.6801786780357357,2.56841185092926,4.985748181939125,0.5860066294670105
0.014866700025407843,10.004800796508789,30.5409087613225,1.2103982686996462,3.2155558228492733,1.6494604051113129,2.579310693144798,0.5690487921237946
1e-30,6.364236801862717,30.03317571245134,2.893598186969757,3.329793715476989,0.12778630331158639,0.7501966808736324,0.4214143484830856
0.0033066166995879137,8.76383090019226,37.21402704715729,1.2635201394557953,1.1516694158315657,0.8253133833408355,4.630759922862053,0.38030810952186583
1e-30,7.490241169929504,38.18457365036011,2.5706665992736815,2.219925281405449,0.19370991587638856,4.660607632398605,0.5275318801403046
1e-30,11.878057956695557,34.208538234233856,2.8604203701019286,1.32187809497118,1.3122941553592682,2.2975002270936966,0.4847864270210266
0.0,13.509874820709229,39.958059787750244,2.109365713596344,3.804740154743194,1.0714087575674056,3.2678745365142823,0.5252663791179657
1e-30,13.953185081481934,33.70771646499634,1.7570411920547486,3.4581220746040344,0.3210636854171753,2.200055648088455,0.3623219713568687
1e-30,12.11886978149414,35.28824031352997,2.46480997800827,3.985010635852814,0.6591518059372902,1.0173098573088646,0.49146139025688174
1e-30,10.155170917510986,32.58992284536362,2.10397686958313,1.7269547641277312,1.5092427074909212,4.350190917849541,0.44195692241191864
0.008099478832029232,9.019459247589111,35.67834556102753,0.4051194686442614,1.8938584208488463,1.090050831437111,1.3937617999315262,0.48754727840423584
0.019494867249471415,9.617910623550415,34.613501131534576,2.1438589334487914,2.0400365859270098,2.427165502309799,1.3447742053866387,0.5933677375316619
0.005884431601012433,7.924978613853455,35.358723402023315,1.8403737068176271,2.6429761171340944,1.0439055234193801,1.7535224267840386,0.43829438388347625
0.011581590653152365,11.616508960723877,34.54418241977692,0.8548251450061799,3.3446666359901425,2.7775021493434906,0.4633182787895203,0.4579732954502106
0.010088915602308075,11.476994037628174,35.50712764263153,1.308479940891266,0.8461780667304992,2.8307583034038544,2.34643041819334,0.5343122899532318
1e-30,12.409834384918213,31.539118736982346,2.742231845855713,3.5356703877449034,1.449453815817833,4.470460950732231,0.401317423582077
1e-30,9.968764305114746,37.362231612205505,2.939626908302307,2.1882088482379913,0.5965514525771141,1.8120916378498078,0.5607586741447448
0.0028871924063589333,7.295545935630798,39.549264311790466,1.068768745660782,3.2884631097316737,1.1434683442115785,2.436855567097664,0.4680062413215637
1e-30,10.751808643341064,37.30012118816376,2.5377953171730043,2.4767302095890047,1.2010608732700347,3.7175552809238432,0.36575978100299833
0.0015610600859052091,12.72286605834961,39.77445721626282,0.4738990351557732,2.7706225335597994,0.8031422033905983,0.44598578438162806,0.4057536363601684
0.000980060544012819,9.72138524055481,32.2483429312706,1.0880182921886443,3.7355175614356995,0.7549017816781998,0.4994373890757561,0.4205716162919998
0.01711295785051792,12.910320281982422,30.84649235010147,2.3763534665107726,0.8161399241536855,1.6965835452079774,3.0556629222631453,0.3604893162846565
0.0030938872951033532,11.626528263092041,39.308271408081055,1.1713112115859987,2.8684180736541744,1.4720605432987213,0.9496967780590058,0.34431114345788955
0.009993552142601274,13.74683427810669,33.943379521369934,2.507070553302765,2.6305858850479122,2.280886870622635,2.5116974651813506,0.41627226769924164
0.01862289582895713,11.297680854797363,36.603379249572754,2.482684922218323,3.05186066031456,1.9729510068893432,4.489164063930511,0.4623358726501465
1e-30,10.236530303955078,35.92873990535736,0.8158774465322495,2.842835092544555,0.434306475520134,3.2209705680608747,0.3827120840549469
0.017824488498089187,12.662704467773438,35.63906788825989,1.650814187526703,2.5696978628635403,1.9002021670341491,4.243433299064637,0.4640569746494293
0.0064259879522898505,9.079346179962158,39.813275933265686,1.668878197669983,2.107851430773735,2.9050311923027037,2.691108512878418,0.4333494812250137
0.02370989977842593,11.671799659729004,33.1891855597496,2.2755472302436828,2.144404011964798,2.1844911575317383,2.609027832150459,0.5387390613555908
0.0005714857690366111,7.148807883262634,35.077218413352966,2.70793993473053,0.7572256535291672,1.5016388833522798,4.10181840479374,0.3820291042327881
0.039838697564549816,13.181572914123535,32.357759922742844,1.9348352313041688,2.2286900252103807,1.8623327374458314,1.0957051178812982,0.5520439445972443
0.05711099558439519,9.519944429397583,36.38928234577179,0.7710164785385132,2.535582041740417,2.0545701682567596,1.2264996114373208,0.5318911492824554
1e-30,6.593471467494965,30.314566753804684,1.97842515707016,1.9218005657196044,0.5825962141156197,3.389526118636131,0.3989045798778534
